file,error,num_incorrect_squares,num_incorrect_corners,occupancy_classification_mistakes,piece_classification_mistakes,actual_num_pieces,predicted_num_pieces,fen_actual,fen_predicted,fen_predicted_is_valid,time_corner_detection,time_occupancy_classification,time_piece_classification,time_prepare_results
0383.png,None,0,0,0,0,30,30,r1bqk2r/ppb2pp1/2pp1n1p/4p3/B3P2B/2PPN3/PP3PPP/R2QK2R,r1bqk2r/ppb2pp1/2pp1n1p/4p3/B3P2B/2PPN3/PP3PPP/R2QK2R,True,0.12727738000012323,0.04488972000035574,0.1251323649994447,0.00015792500016686972
2524.png,None,0,0,0,0,27,27,r3k2r/p2n1ppp/1pp1p3/q5B1/3P4/b1PbPN2/P1R2PPP/3Q1RK1,r3k2r/p2n1ppp/1pp1p3/q5B1/3P4/b1PbPN2/P1R2PPP/3Q1RK1,True,0.12350469200009684,0.045176169999649574,0.11369762499998615,0.00014458999976341147
2520.png,None,0,0,0,0,15,15,8/6pk/6n1/1p3Q2/2p1P1NP/2P3P1/1P3PK1/2q5,8/6pk/6n1/1p3Q2/2p1P1NP/2P3P1/1P3PK1/2q5,True,0.12080172500009212,0.0444616490003682,0.0678489179999815,0.00012625299950741464
0672.png,None,0,0,0,0,16,16,1k6/R2b1pp1/B3p2p/3pP3/r2P1PPP/2K5/8/8,1k6/R2b1pp1/B3p2p/3pP3/r2P1PPP/2K5/8/8,True,0.127681998999833,0.04458754300048895,0.07218071199986298,0.00012966299982508644
2794.png,None,1,0,0,1,26,26,r1b2rk1/pp2ppbp/2n3p1/3q4/3P3B/4PN2/P3BPPP/R2Q1RK1,r1b2rk1/pp2ppbp/2n3p1/3q4/3p3B/4PN2/P3BPPP/R2Q1RK1,True,0.12334824200024741,0.044793616999413643,0.11699921499985066,0.00015659400014556013
4856.png,None,1,0,1,0,28,27,r2qkb1r/1b3ppp/p3p3/1pp1B1PP/2pP4/P1N1P3/1PP2P2/R2QK2R,r2qkb1r/1b3ppp/p7/1pp1B1PP/2pP4/P1N1P3/1PP2P2/R2QK2R,True,0.12959209900054702,0.04424449499947514,0.11852079900017998,0.00015349299974332098
3364.png,None,0,0,0,0,28,28,r4rk1/ppq1bpp1/2n1p2p/5b2/2pPN3/2P2NP1/PPB2PP1/R1Q1K2R,r4rk1/ppq1bpp1/2n1p2p/5b2/2pPN3/2P2NP1/PPB2PP1/R1Q1K2R,True,0.13047914800063154,0.04474310599925957,0.12270202700074151,0.0001518969993412611
2895.png,None,0,0,0,0,32,32,1r3rk1/pppqbppp/2n1bn2/3pp3/4P3/2PP1N1P/PPBN1PP1/R1BQR1K1,1r3rk1/pppqbppp/2n1bn2/3pp3/4P3/2PP1N1P/PPBN1PP1/R1BQR1K1,True,0.12762548200043966,0.043900054000005184,0.1362607779992686,0.00016290100029436871
2474.png,None,1,0,0,1,26,26,r4rk1/4bppp/p4n2/npp5/4P1b1/4BN1P/PP3PP1/RN1BR1K1,r4rk1/4bppp/p4n2/npp5/4P1b1/4BN1P/PP3NP1/RN1BR1K1,True,0.12383925800077122,0.044295957000031194,0.1152882469996257,0.00015492700003960636
3928.png,None,0,0,0,0,25,25,r1bnkqr1/1p1p4/p3p1pp/1P3p2/2PQ1P2/P2B1N2/6PP/R4R1K,r1bnkqr1/1p1p4/p3p1pp/1P3p2/2PQ1P2/P2B1N2/6PP/R4R1K,True,0.12236585400023614,0.044499886000267,0.10979485099960584,0.00013892500010115327
0692.png,None,0,0,0,0,18,18,8/4nk2/p1pb3p/1p1Pp1p1/4P3/1N2B3/PP2K1PP/8,8/4nk2/p1pb3p/1p1Pp1p1/4P3/1N2B3/PP2K1PP/8,True,0.12677940799949283,0.043865694000487565,0.0823020269999688,0.00011836599969683448
0032.png,None,0,0,0,0,30,30,r3qrk1/3nbppp/2p2n2/p1Ppp3/Np1P4/PP2PPP1/1Q4BP/R1BR2K1,r3qrk1/3nbppp/2p2n2/p1Ppp3/Np1P4/PP2PPP1/1Q4BP/R1BR2K1,True,0.13007381599982182,0.043971531000352115,0.13028382399988914,0.00015863099997659447
1512.png,None,0,0,0,0,9,9,8/5pk1/6p1/4K1P1/4PP2/8/2R5/5r2,8/5pk1/6p1/4K1P1/4PP2/8/2R5/5r2,True,0.11206437199962238,0.04423808499996085,0.044217624999873806,0.00010508900049899239
4707.png,None,0,0,0,0,18,18,r4r2/pp3p1k/3p1Q1p/5N2/2q1p3/6P1/PP3RKP/8,r4r2/pp3p1k/3p1Q1p/5N2/2q1p3/6P1/PP3RKP/8,True,0.1309632380007315,0.04555575699941983,0.08073409000007814,0.00011945799997192807
1580.png,None,0,0,0,0,26,26,r2r4/1bpn1pkp/6p1/p1b1p3/PpN1P3/1B2BP1P/1PP2KP1/R2R4,r2r4/1bpn1pkp/6p1/p1b1p3/PpN1P3/1B2BP1P/1PP2KP1/R2R4,True,0.12703137899916328,0.04474225400008436,0.11221633600052883,0.00013729599959333427
4231.png,None,0,0,0,0,30,30,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1,True,0.13095257500026491,0.04530421799972828,0.12878696100051457,0.00015845399957470363
1842.png,None,0,0,0,0,9,9,4r3/8/4N2p/5P1k/4K3/2R5/6nP/8,4r3/8/4N2p/5P1k/4K3/2R5/6nP/8,True,0.11944072999995115,0.04459207000036258,0.043854581999767106,9.190899982058909e-05
4258.png,None,0,0,0,0,16,16,5r2/1p4p1/2kNp2p/2PpP2P/1P4P1/5n2/2K5/R7,5r2/1p4p1/2kNp2p/2PpP2P/1P4P1/5n2/2K5/R7,True,0.1313498969993816,0.044261938000090595,0.07247315400036314,0.00011576199995033676
2191.png,None,0,0,0,0,28,28,2rqr1k1/pb2bp1p/1pn1pnp1/6B1/3P3P/P1NB1N2/1P2QPP1/2RR2K1,2rqr1k1/pb2bp1p/1pn1pnp1/6B1/3P3P/P1NB1N2/1P2QPP1/2RR2K1,True,0.11879378899993753,0.04481314300028316,0.120744009000191,0.0001517589998911717
0999.png,None,0,0,0,0,9,9,8/8/4R2p/3P1Rpk/6r1/7K/3r4/8,8/8/4R2p/3P1Rpk/6r1/7K/3r4/8,True,0.13100608900003863,0.04679191899958823,0.044079911000153515,9.380000028613722e-05
3510.png,None,0,0,0,0,21,21,5rk1/5pbp/q2pp1p1/2nB4/1Q2P3/7P/1PPB1PP1/4R1K1,5rk1/5pbp/q2pp1p1/2nB4/1Q2P3/7P/1PPB1PP1/4R1K1,True,0.1263557980000769,0.044910040000104345,0.09185172900015459,0.00012811699980375124
3030.png,None,0,0,0,0,19,19,6k1/p2R1pp1/2p4p/P1p1p3/2b1P1P1/2P2P2/5B1P/5rK1,6k1/p2R1pp1/2p4p/P1p1p3/2b1P1P1/2P2P2/5B1P/5rK1,True,0.12608826699943165,0.044220427999789536,0.08456945900070423,0.00012789499942300608
2109.png,None,0,0,0,0,32,32,r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1,r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1,True,0.1267065130004994,0.044930179999937536,0.1373226239993528,0.00018259100033901632
4610.png,None,2,0,0,2,25,25,5rk1/1pq2pp1/2p2Pbp/p2Q4/Pb1P4/3n1N1P/BP3PP1/2R1R1K1,5rk1/1pq2pp1/2p2Pbp/p2Q4/Pb1P4/3N1N1P/BP3BP1/2R1R1K1,True,0.12162403700040159,0.04347624499951053,0.10326699899997038,0.00013660400054504862
3297.png,None,0,0,0,0,11,11,8/5p1k/2PQ2p1/7p/2q4P/6P1/5P1K/8,8/5p1k/2PQ2p1/7p/2q4P/6P1/5P1K/8,True,0.1182779210002991,0.04352923899932648,0.049250230000325246,0.0001043720003508497
3316.png,None,0,0,0,0,20,20,7r/1p3pk1/p3p3/P2bPPpp/1Pp3P1/2P1KNP1/8/3R4,7r/1p3pk1/p3p3/P2bPPpp/1Pp3P1/2P1KNP1/8/3R4,True,0.12438326200026495,0.04375414700007241,0.08410374999948544,0.0001211220005643554
0140.png,None,0,0,0,0,26,26,rn1r2k1/pb2qpp1/1p5p/2Pp4/8/1Qb1PN2/PP2BPPP/3R1RK1,rn1r2k1/pb2qpp1/1p5p/2Pp4/8/1Qb1PN2/PP2BPPP/3R1RK1,True,0.1292897550001726,0.04412491999937629,0.10845671800052514,0.00013511199995264178
3136.png,None,0,0,0,0,14,14,1rk5/2p1R1p1/8/p2R4/8/bpP5/1P3PKB/8,1rk5/2p1R1p1/8/p2R4/8/bpP5/1P3PKB/8,True,0.12202025500027958,0.04425356599949737,0.06199643400032073,0.00011008399997081142
2864.png,None,0,0,0,0,21,21,3r4/2q2pkp/p3b1p1/1pP1p3/1P1P4/7P/P3BPP1/Q2R2K1,3r4/2q2pkp/p3b1p1/1pP1p3/1P1P4/7P/P3BPP1/Q2R2K1,True,0.12882973400064657,0.04385739399913291,0.08794960300019738,0.00012164300005679252
3471.png,None,0,0,0,0,26,26,1n1q1rk1/4bppp/pp1pp3/2r5/2PNQ3/6P1/PP1RPPBP/R5K1,1n1q1rk1/4bppp/pp1pp3/2r5/2PNQ3/6P1/PP1RPPBP/R5K1,True,0.12699122600042756,0.043853492000380356,0.11392771499959053,0.00013736100027017528
4651.png,None,1,0,0,1,30,30,rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN4P/PPP2PP1/R1BQKB1R,rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN4P/PPB2PP1/R1BQKB1R,True,0.11080413700074132,0.04274718899978325,0.1293921260003117,0.00015249999978550477
3069.png,None,0,0,0,0,26,26,5r1k/4bppp/bqn1p2B/p2nP3/Pp1N2Q1/1N6/1P3PPP/1B2R1K1,5r1k/4bppp/bqn1p2B/p2nP3/Pp1N2Q1/1N6/1P3PPP/1B2R1K1,True,0.12777487600033055,0.043988811999952304,0.11177740399944014,0.00015031100065243663
0757.png,None,0,0,0,0,27,27,r1bQ1rk1/pp3pbp/2p2np1/4p1B1/4P3/2N4P/PPP1BPP1/R4RK1,r1bQ1rk1/pp3pbp/2p2np1/4p1B1/4P3/2N4P/PPP1BPP1/R4RK1,True,0.1256724460008627,0.04802655599996797,0.11507877099938923,0.0001337749999947846
0984.png,None,0,0,0,0,7,7,8/8/5p2/1K4p1/2P3r1/8/5k2/2R5,8/8/5p2/1K4p1/2P3r1/8/5k2/2R5,True,0.11425670199969318,0.04474597799980984,0.03574184500030242,8.748300024308264e-05
3445.png,None,0,0,0,0,22,22,r1r3k1/7p/Pn4p1/1P1b1p2/1b2p3/3p3P/3N1PP1/R1B1RBK1,r1r3k1/7p/Pn4p1/1P1b1p2/1b2p3/3p3P/3N1PP1/R1B1RBK1,True,0.12438680699960969,0.04384458100048505,0.09358031099964137,0.0001354890000584419
1334.png,None,0,0,0,0,32,32,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N2N2/PP2PPPP/R1BQKB1R,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N2N2/PP2PPPP/R1BQKB1R,True,0.12028374300007272,0.043472290999488905,0.1330531300000075,0.0001529239998490084
4198.png,None,0,0,0,0,28,28,4rrk1/pp1b2bp/3p1qp1/2pP1p2/2Pn1P2/2NB3P/PP4P1/R2Q1RBK,4rrk1/pp1b2bp/3p1qp1/2pP1p2/2Pn1P2/2NB3P/PP4P1/R2Q1RBK,True,0.11975483999958669,0.04412893200060353,0.11905581899918616,0.0001475690005463548
3916.png,None,0,0,0,0,17,17,3n3N/3n2pp/2k1p3/p2pP3/N2K1P2/8/PP4PP/8,3n3N/3n2pp/2k1p3/p2pP3/N2K1P2/8/PP4PP/8,True,0.11976665400015918,0.04381251099948713,0.0753177800006597,0.0001067099992724252
1091.png,None,0,0,0,0,29,29,1r1q1rk1/2p2pp1/p1npbb1p/3Np3/1Pp5/P2PP3/Q3BPPP/R1B2RK1,1r1q1rk1/2p2pp1/p1npbb1p/3Np3/1Pp5/P2PP3/Q3BPPP/R1B2RK1,True,0.12327305899998464,0.043494816000020364,0.12450874199930695,0.0001494210000601015
3656.png,None,0,0,0,0,28,28,r4rk1/nqp2ppp/p3pb2/2Pp4/RP1Pb3/2B2NP1/4PP1P/R2Q1BK1,r4rk1/nqp2ppp/p3pb2/2Pp4/RP1Pb3/2B2NP1/4PP1P/R2Q1BK1,True,0.13478383700021368,0.04369552499974816,0.1198032760003116,0.00015443899974343367
1291.png,None,0,0,0,0,20,20,2br2k1/1p2npb1/1R1p2pp/P7/6P1/3B1N1P/2P2P1B/6K1,2br2k1/1p2npb1/1R1p2pp/P7/6P1/3B1N1P/2P2P1B/6K1,True,0.12350619999961054,0.04389788000025874,0.086342464000154,0.00012209299984533573
0463.png,None,0,0,0,0,16,16,8/1p6/3kp3/p4p2/PP1PpPp1/4P1P1/2RK4/4r3,8/1p6/3kp3/p4p2/PP1PpPp1/4P1P1/2RK4/4r3,True,0.12505064100059826,0.04410335699958523,0.07311700300033408,0.00010521700005483581
2435.png,None,0,0,0,0,30,30,r1bqkb1r/pp2pppp/2n5/3p3n/3P1B2/2N2N2/PP2PPPP/R2QKB1R,r1bqkb1r/pp2pppp/2n5/3p3n/3P1B2/2N2N2/PP2PPPP/R2QKB1R,True,0.12074162399949273,0.044038291000106256,0.12853994899978716,0.00015127600090636406
1434.png,None,0,0,0,0,23,23,r1b2rk1/2q2pp1/p1p1pN1p/4P3/6Q1/4p2P/PPP2P2/R4RK1,r1b2rk1/2q2pp1/p1p1pN1p/4P3/6Q1/4p2P/PPP2P2/R4RK1,True,0.12426088099982735,0.043842512000082934,0.09477639600027032,0.00015145999986998504
3600.png,None,0,0,0,0,17,17,3b1r1k/8/3p2p1/p2Np3/2P1Q3/1P3qr1/1R2RP2/5K2,3b1r1k/8/3p2p1/p2Np3/2P1Q3/1P3qr1/1R2RP2/5K2,True,0.12226898799963237,0.04393283000081283,0.07210399399991729,0.00011016799999197247
2561.png,None,1,0,1,0,20,19,6k1/pbpN1rpp/4p3/4R1r1/2P2p2/1P4P1/P4P1P/R5K1,6k1/pbpN1rp1/4p3/4R1r1/2P2p2/1P4P1/P4P1P/R5K1,True,0.12193378400024812,0.04439570399972581,0.08138273300028231,0.00013257299997349037
1296.png,None,0,0,0,0,18,18,r6k/p5q1/5P1p/2p5/5pbn/2P2N2/4QPP1/R4RK1,r6k/p5q1/5P1p/2p5/5pbn/2P2N2/4QPP1/R4RK1,True,0.14242169499993906,0.044155292000141344,0.07822037300047668,0.00011644000005617272
3332.png,None,0,0,0,0,19,19,8/1p3pk1/2r3p1/p2p3p/1bqP4/3NP1P1/5PKP/1R1Q4,8/1p3pk1/2r3p1/p2p3p/1bqP4/3NP1P1/5PKP/1R1Q4,True,0.12469211099960376,0.04550006099998427,0.08110910100003821,0.00011911300043720985
2115.png,None,0,0,0,0,17,17,8/1p3kpp/pB3p2/P4n2/2r2P2/1p1R4/1P1K2PP/8,8/1p3kpp/pB3p2/P4n2/2r2P2/1p1R4/1P1K2PP/8,True,0.11938967900005082,0.04447600700041221,0.07220550599959097,0.00010786199982248945
4429.png,None,3,0,0,3,29,29,r1bqkb1r/pp3ppp/2p2n2/2p1N3/4P3/2N5/PPPP1PPP/R1BQK2R,r1bqkB1r/pp3pPp/2p2N2/2p1N3/4P3/2N5/PPPP1PPP/R1BQK2R,False,0.11806169800001953,0.04376108500036935,0.12463341999955446,0.00014146600005915388
4724.png,None,0,0,0,0,20,20,r5k1/3n1pp1/4p3/3pPb1p/3B1P2/pP6/P2N2PP/2R3K1,r5k1/3n1pp1/4p3/3pPb1p/3B1P2/pP6/P2N2PP/2R3K1,True,0.12821166600042488,0.04376245299954462,0.08756854000057501,0.00014355999974213773
2251.png,None,0,0,0,0,7,7,8/5pk1/7P/3R1KP1/8/8/8/r7,8/5pk1/7P/3R1KP1/8/8/8/r7,True,0.11362180299965985,0.04462277200036624,0.03575924100005068,8.070199965004576e-05
1255.png,None,0,0,0,0,23,23,1r2r1k1/2p2ppp/1bn2q2/3p4/B2P4/2P1Bb1P/5PP1/R2QR1K1,1r2r1k1/2p2ppp/1bn2q2/3p4/B2P4/2P1Bb1P/5PP1/R2QR1K1,True,0.12323366999953578,0.044716225000229315,0.09847423600058391,0.00013582299925474217
4365.png,None,0,0,0,0,32,32,rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/4P3/PPP2PPP/RN1QKBNR,rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/4P3/PPP2PPP/RN1QKBNR,True,0.12720933399941714,0.043766781999693194,0.13614943500033405,0.00015989500025170855
0631.png,None,0,0,0,0,15,15,5k2/3n2p1/1n5p/1Pp2p2/p1N2P2/3K2P1/1N5P/8,5k2/3n2p1/1n5p/1Pp2p2/p1N2P2/3K2P1/1N5P/8,True,0.1298124499999176,0.045321888999751536,0.06827953100037121,9.952100026566768e-05
4391.png,None,0,0,0,0,32,32,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R,True,0.1297289490003095,0.0445923679999396,0.13444881200030068,0.00015331400027207565
1207.png,None,0,0,0,0,18,18,5rk1/pb3p1p/4p1p1/2p5/2P5/1P1B4/P4PPP/3R2K1,5rk1/pb3p1p/4p1p1/2p5/2P5/1P1B4/P4PPP/3R2K1,True,0.11836026599939942,0.044290179000199714,0.08069579699986207,0.00011185800030943938
0129.png,None,0,0,0,0,14,14,8/4Q1nk/6bp/p1p5/2Pq3P/PP6/6R1/6K1,8/4Q1nk/6bp/p1p5/2Pq3P/PP6/6R1/6K1,True,0.1261242479995417,0.043288969000059296,0.06316281700037507,0.00010192599984293338
2817.png,None,0,0,0,0,30,30,r1bq1rk1/ppp1npbp/2n3p1/4p3/2N5/3P1NP1/PP1BPPBP/R2QK2R,r1bq1rk1/ppp1npbp/2n3p1/4p3/2N5/3P1NP1/PP1BPPBP/R2QK2R,True,0.12439557499965304,0.04315797400067822,0.12828870799967262,0.00014121399999567075
4542.png,None,0,0,0,0,24,24,rn3rk1/1b1p1p1p/4pp2/p1p5/2P5/P3P3/1P2NPPP/2KR1B1R,rn3rk1/1b1p1p1p/4pp2/p1p5/2P5/P3P3/1P2NPPP/2KR1B1R,True,0.13340870100000757,0.043647354999848176,0.10442514399983338,0.00013986100020701997
1298.png,None,0,0,0,0,7,7,8/8/6p1/5p2/4k2P/5RK1/8/3r4,8/8/6p1/5p2/4k2P/5RK1/8/3r4,True,0.14996271099971636,0.04317256400008773,0.0350441939999655,8.663900007377379e-05
3716.png,None,0,0,0,0,18,18,4q1k1/p5p1/2p2b2/P1Pp4/3Nr2p/3QPR1P/6P1/6K1,4q1k1/p5p1/2p2b2/P1Pp4/3Nr2p/3QPR1P/6P1/6K1,True,0.12067019999994955,0.04289353200056212,0.08023813199997676,0.00011479499971756013
0234.png,None,0,0,0,0,16,16,5q2/4n2k/2pNQppp/4p3/1P2P1P1/6P1/5P1K/8,5q2/4n2k/2pNQppp/4p3/1P2P1P1/6P1/5P1K/8,True,0.11590327300018544,0.04787088600005518,0.07241168600012315,0.00010805599958985113
2955.png,None,0,0,0,0,14,14,8/5pk1/6pp/8/1P2R2P/5PP1/1r2PK2/2Nr4,8/5pk1/6pp/8/1P2R2P/5PP1/1r2PK2/2Nr4,True,0.125450128999546,0.04386610799974733,0.06297749900022609,9.690800015960122e-05
4673.png,None,0,0,0,0,11,11,8/1R3pk1/1p2Br2/4KP2/P5P1/4b3/8/8,8/1R3pk1/1p2Br2/4KP2/P5P1/4b3/8/8,True,0.11932165100006387,0.043924073000198405,0.04991825900015101,9.043099998962134e-05
2129.png,None,0,0,0,0,18,18,k2q4/1P3pp1/n4r2/2N1p3/1Q1pP2p/5P1P/6P1/1KR5,k2q4/1P3pp1/n4r2/2N1p3/1Q1pP2p/5P1P/6P1/1KR5,True,0.11789421100002073,0.04408158000023832,0.0823934090003604,0.00011035799980163574
3650.png,None,0,0,0,0,16,16,1b1r1qk1/1R3p1p/6p1/6Q1/2N2p1P/2P5/1P3PK1/8,1b1r1qk1/1R3p1p/6p1/6Q1/2N2p1P/2P5/1P3PK1/8,True,0.12555905699991854,0.04351162300008582,0.07385600900033751,0.00010471199948369758
3161.png,None,0,0,0,0,18,18,7r/1kp5/2pp4/1p2p1p1/4P3/PbPB1PK1/1P4P1/2R5,7r/1kp5/2pp4/1p2p1p1/4P3/PbPB1PK1/1P4P1/2R5,True,0.11813998300021922,0.04343611399963265,0.08235337400037679,0.00011245499990764074
2145.png,None,1,0,0,1,18,18,3r2k1/p1p2bp1/2p2p2/2P5/1Q1B2P1/1P3q2/PKP5/3R4,3r2k1/p1p2bp1/2p2p2/2P5/1Q1B2P1/1B3q2/PKP5/3R4,True,0.11926335600037419,0.04324293099944043,0.0824488050002401,0.00011818900020443834
0774.png,None,0,0,0,0,17,17,3R1n1k/5qp1/2P1p3/p4rQp/2B3p1/8/5PPP/6K1,3R1n1k/5qp1/2P1p3/p4rQp/2B3p1/8/5PPP/6K1,True,0.12131530199985718,0.043583540999861725,0.07594981100010045,0.00010815000041475287
4880.png,None,0,0,0,0,15,15,8/4k3/1pp2p2/p1p2Pp1/P1P3Pp/1P2K2P/8/8,8/4k3/1pp2p2/p1p2Pp1/P1P3Pp/1P2K2P/8/8,True,0.11895938500038028,0.04427382700032467,0.06957053099995392,0.00011107999944215408
2248.png,None,0,0,0,0,15,15,R1b2rk1/6pp/8/8/P2n4/5PpP/1P4P1/4R1K1,R1b2rk1/6pp/8/8/P2n4/5PpP/1P4P1/4R1K1,True,0.12658388699946954,0.04376953200062417,0.0699117229996773,0.00011984400043729693
2965.png,None,1,0,0,1,32,32,r1bq1r1k/pp2n1bp/2pp1np1/3Ppp2/2P1P1P1/2NN1P2/PP1BB1KP/R2Q1R2,r1bq1r1k/pp2n1Bp/2pp1np1/3Ppp2/2P1P1P1/2NN1P2/PP1BB1KP/R2Q1R2,False,0.14434243600044283,0.04402989899972454,0.1377480379996996,0.00014339400058815954
2632.png,None,0,0,0,0,30,30,rnb1kb1r/1pqp1ppp/p3pn2/8/3NP3/2NB4/PPP2PPP/R1BQK2R,rnb1kb1r/1pqp1ppp/p3pn2/8/3NP3/2NB4/PPP2PPP/R1BQK2R,True,0.11937117100023897,0.04359623799973633,0.1276344150001023,0.00014094400012254482
2649.png,None,0,0,0,0,26,26,r5k1/p1nq1ppp/1pbbr3/3p3N/3P4/1BP1BQ1P/P4PP1/2RR2K1,r5k1/p1nq1ppp/1pbbr3/3p3N/3P4/1BP1BQ1P/P4PP1/2RR2K1,True,0.12375473199972475,0.04328110900041793,0.11225316299987753,0.0001568590005263104
4358.png,None,0,0,0,0,28,28,r1q2rk1/pp3pb1/2n1p2p/3pN1p1/3Pb3/1QP3B1/PP2BPPP/4RRK1,r1q2rk1/pp3pb1/2n1p2p/3pN1p1/3Pb3/1QP3B1/PP2BPPP/4RRK1,True,0.12765752999985125,0.04305791400020098,0.11925107200022467,0.00013683900033356622
2311.png,None,0,0,0,0,25,25,r5k1/2nnp2p/3p1pp1/2pP4/r1q1P3/2PQ2BP/P1R1RPPK/4N3,r5k1/2nnp2p/3p1pp1/2pP4/r1q1P3/2PQ2BP/P1R1RPPK/4N3,True,0.1356366190002518,0.04404784100006509,0.10748035899996466,0.00012881299971923
4226.png,None,0,0,0,0,17,17,r7/2k3b1/6p1/4pp1p/Pp6/4P1P1/P2R1PP1/2N2K2,r7/2k3b1/6p1/4pp1p/Pp6/4P1P1/P2R1PP1/2N2K2,True,0.13116469499982486,0.04479550999985804,0.07362492500033113,0.00011425100001360988
1930.png,None,0,0,0,0,24,24,2rn2k1/4bppp/pq2b3/1p4P1/4pB1P/PN2P3/1P2BP2/1K1Q3R,2rn2k1/4bppp/pq2b3/1p4P1/4pB1P/PN2P3/1P2BP2/1K1Q3R,True,0.11036954399969545,0.04353277199970762,0.10402947700004006,0.0001297270000577555
2723.png,None,0,0,0,0,8,8,5k2/1R6/5bp1/5p1n/7P/7K/8/8,5k2/1R6/5bp1/5p1n/7P/7K/8/8,True,0.16549399599989556,0.04394282499924884,0.03914934800013725,8.537200028513325e-05
1004.png,None,0,0,0,0,22,22,4r1k1/pp1q2p1/5p1p/4nP1Q/3p1R1R/P2P3P/1PrB2P1/6K1,4r1k1/pp1q2p1/5p1p/4nP1Q/3p1R1R/P2P3P/1PrB2P1/6K1,True,0.11821559000054549,0.04423533099998167,0.09619258799921226,0.00013016800039622467
