file,error,num_incorrect_squares,num_incorrect_corners,occupancy_classification_mistakes,piece_classification_mistakes,actual_num_pieces,predicted_num_pieces,fen_actual,fen_predicted,fen_predicted_is_valid,time_corner_detection,time_occupancy_classification,time_piece_classification,time_prepare_results
0383.png,None,0,0,0,0,30,30,r1bqk2r/ppb2pp1/2pp1n1p/4p3/B3P2B/2PPN3/PP3PPP/R2QK2R,r1bqk2r/ppb2pp1/2pp1n1p/4p3/B3P2B/2PPN3/PP3PPP/R2QK2R,True,0.1288902229989617,0.0447417300001689,0.1031146510013059,0.00014882599862175994
2524.png,None,0,0,0,0,27,27,r3k2r/p2n1ppp/1pp1p3/q5B1/3P4/b1PbPN2/P1R2PPP/3Q1RK1,r3k2r/p2n1ppp/1pp1p3/q5B1/3P4/b1PbPN2/P1R2PPP/3Q1RK1,True,0.1255294189995766,0.04672804799884034,0.12327668500074651,0.00015517800056841224
2520.png,None,0,0,0,0,15,15,8/6pk/6n1/1p3Q2/2p1P1NP/2P3P1/1P3PK1/2q5,8/6pk/6n1/1p3Q2/2p1P1NP/2P3P1/1P3PK1/2q5,True,0.12224735699965095,0.04419635600061156,0.1025466579994827,0.00011465500028862152
0672.png,None,0,0,0,0,16,16,1k6/R2b1pp1/B3p2p/3pP3/r2P1PPP/2K5/8/8,1k6/R2b1pp1/B3p2p/3pP3/r2P1PPP/2K5/8/8,True,0.12822942700040585,0.04364660200008075,0.10021785099888803,0.00011668800107145216
2794.png,None,0,0,0,0,26,26,r1b2rk1/pp2ppbp/2n3p1/3q4/3P3B/4PN2/P3BPPP/R2Q1RK1,r1b2rk1/pp2ppbp/2n3p1/3q4/3P3B/4PN2/P3BPPP/R2Q1RK1,True,0.12547418900066987,0.04505410699857748,0.1172694760007289,0.00015040099970065057
4856.png,None,1,0,1,0,28,27,r2qkb1r/1b3ppp/p3p3/1pp1B1PP/2pP4/P1N1P3/1PP2P2/R2QK2R,r2qkb1r/1b3ppp/p7/1pp1B1PP/2pP4/P1N1P3/1PP2P2/R2QK2R,True,0.1318732009985979,0.04537394600083644,0.09450828199987882,0.00014467400069406722
3364.png,None,0,0,0,0,28,28,r4rk1/ppq1bpp1/2n1p2p/5b2/2pPN3/2P2NP1/PPB2PP1/R1Q1K2R,r4rk1/ppq1bpp1/2n1p2p/5b2/2pPN3/2P2NP1/PPB2PP1/R1Q1K2R,True,0.13416087499899731,0.0444290160012315,0.1192689950003114,0.00015559099847450852
2895.png,None,0,0,0,0,32,32,1r3rk1/pppqbppp/2n1bn2/3pp3/4P3/2PP1N1P/PPBN1PP1/R1BQR1K1,1r3rk1/pppqbppp/2n1bn2/3pp3/4P3/2PP1N1P/PPBN1PP1/R1BQR1K1,True,0.1271717150011682,0.04329675400003907,0.10821639599998889,0.0001502189988968894
2474.png,None,0,0,0,0,26,26,r4rk1/4bppp/p4n2/npp5/4P1b1/4BN1P/PP3PP1/RN1BR1K1,r4rk1/4bppp/p4n2/npp5/4P1b1/4BN1P/PP3PP1/RN1BR1K1,True,0.12421556600020267,0.043665061000865535,0.09033108299991,0.00013604800005850848
3928.png,None,0,0,0,0,25,25,r1bnkqr1/1p1p4/p3p1pp/1P3p2/2PQ1P2/P2B1N2/6PP/R4R1K,r1bnkqr1/1p1p4/p3p1pp/1P3p2/2PQ1P2/P2B1N2/6PP/R4R1K,True,0.12118501399891102,0.043834628000695375,0.11302777499986405,0.0001517709988547722
0692.png,None,0,0,0,0,18,18,8/4nk2/p1pb3p/1p1Pp1p1/4P3/1N2B3/PP2K1PP/8,8/4nk2/p1pb3p/1p1Pp1p1/4P3/1N2B3/PP2K1PP/8,True,0.12428003899913165,0.0447606480011018,0.1019734569999855,0.00012228000014147256
0032.png,None,0,0,0,0,30,30,r3qrk1/3nbppp/2p2n2/p1Ppp3/Np1P4/PP2PPP1/1Q4BP/R1BR2K1,r3qrk1/3nbppp/2p2n2/p1Ppp3/Np1P4/PP2PPP1/1Q4BP/R1BR2K1,True,0.12804758600032073,0.04287811100039107,0.10191856099845609,0.00017737699999997858
1512.png,None,0,0,0,0,9,9,8/5pk1/6p1/4K1P1/4PP2/8/2R5/5r2,8/5pk1/6p1/4K1P1/4PP2/8/2R5/5r2,True,0.1118853810003202,0.04371139699833293,0.09252934600044682,9.997000051953364e-05
4707.png,None,0,0,0,0,18,18,r4r2/pp3p1k/3p1Q1p/5N2/2q1p3/6P1/PP3RKP/8,r4r2/pp3p1k/3p1Q1p/5N2/2q1p3/6P1/PP3RKP/8,True,0.12583340399942244,0.04347644300105458,0.06557683199935127,0.00011908899978152476
1580.png,None,0,0,0,0,26,26,r2r4/1bpn1pkp/6p1/p1b1p3/PpN1P3/1B2BP1P/1PP2KP1/R2R4,r2r4/1bpn1pkp/6p1/p1b1p3/PpN1P3/1B2BP1P/1PP2KP1/R2R4,True,0.12497378300031414,0.04331703500065487,0.0900030369994056,0.00015042900122352876
4231.png,None,0,0,0,0,30,30,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1,True,0.1319812509991607,0.04377437800030748,0.10492902400073945,0.000139595998916775
1842.png,None,0,0,0,0,9,9,4r3/8/4N2p/5P1k/4K3/2R5/6nP/8,4r3/8/4N2p/5P1k/4K3/2R5/6nP/8,True,0.12250598900027398,0.043847829998412635,0.04953573800048616,9.726400094223209e-05
4258.png,None,0,0,0,0,16,16,5r2/1p4p1/2kNp2p/2PpP2P/1P4P1/5n2/2K5/R7,5r2/1p4p1/2kNp2p/2PpP2P/1P4P1/5n2/2K5/R7,True,0.1272839009998279,0.043428552000477794,0.060114535999673535,0.00010369000119681004
2191.png,None,0,0,0,0,28,28,2rqr1k1/pb2bp1p/1pn1pnp1/6B1/3P3P/P1NB1N2/1P2QPP1/2RR2K1,2rqr1k1/pb2bp1p/1pn1pnp1/6B1/3P3P/P1NB1N2/1P2QPP1/2RR2K1,True,0.11689935299909848,0.04328896200058807,0.09550386999944749,0.00014751600065210368
0999.png,None,0,0,0,0,9,9,8/8/4R2p/3P1Rpk/6r1/7K/3r4/8,8/8/4R2p/3P1Rpk/6r1/7K/3r4/8,True,0.12078911999924458,0.043470946000525146,0.05075869600113947,0.00010538799870118964
3510.png,None,0,0,0,0,21,21,5rk1/5pbp/q2pp1p1/2nB4/1Q2P3/7P/1PPB1PP1/4R1K1,5rk1/5pbp/q2pp1p1/2nB4/1Q2P3/7P/1PPB1PP1/4R1K1,True,0.12403519500003313,0.044287642998824595,0.10858692700094252,0.0001310320003540255
3030.png,None,0,0,0,0,19,19,6k1/p2R1pp1/2p4p/P1p1p3/2b1P1P1/2P2P2/5B1P/5rK1,6k1/p2R1pp1/2p4p/P1p1p3/2b1P1P1/2P2P2/5B1P/5rK1,True,0.12544230700041226,0.04423764799867058,0.10452654100117797,0.00011994299893558491
2109.png,None,0,0,0,0,32,32,r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1,r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1,True,0.13258408200090344,0.045939579998957925,0.10866140600046492,0.00014281400035542902
4610.png,None,0,0,0,0,25,25,5rk1/1pq2pp1/2p2Pbp/p2Q4/Pb1P4/3n1N1P/BP3PP1/2R1R1K1,5rk1/1pq2pp1/2p2Pbp/p2Q4/Pb1P4/3n1N1P/BP3PP1/2R1R1K1,True,0.11637114100085455,0.04444318000059866,0.086039454999991,0.0001370109985145973
3297.png,None,0,0,0,0,11,11,8/5p1k/2PQ2p1/7p/2q4P/6P1/5P1K/8,8/5p1k/2PQ2p1/7p/2q4P/6P1/5P1K/8,True,0.11617029999979422,0.04307756900016102,0.09134690899918496,0.00011699900096573401
3316.png,None,0,0,0,0,20,20,7r/1p3pk1/p3p3/P2bPPpp/1Pp3P1/2P1KNP1/8/3R4,7r/1p3pk1/p3p3/P2bPPpp/1Pp3P1/2P1KNP1/8/3R4,True,0.12323539600038202,0.04342661800001224,0.10531560600065859,0.00012839899864047766
0140.png,None,0,0,0,0,26,26,rn1r2k1/pb2qpp1/1p5p/2Pp4/8/1Qb1PN2/PP2BPPP/3R1RK1,rn1r2k1/pb2qpp1/1p5p/2Pp4/8/1Qb1PN2/PP2BPPP/3R1RK1,True,0.12780862399995385,0.04295734600054857,0.08847373999924457,0.00013367100109462626
3136.png,None,0,0,0,0,14,14,1rk5/2p1R1p1/8/p2R4/8/bpP5/1P3PKB/8,1rk5/2p1R1p1/8/p2R4/8/bpP5/1P3PKB/8,True,0.12058167000031972,0.04281007700046757,0.09459158400022716,0.00012378299834381323
2864.png,None,0,0,0,0,21,21,3r4/2q2pkp/p3b1p1/1pP1p3/1P1P4/7P/P3BPP1/Q2R2K1,3r4/2q2pkp/p3b1p1/1pP1p3/1P1P4/7P/P3BPP1/Q2R2K1,True,0.13120824700126832,0.04277129000001878,0.0730405909998808,0.0001187189991469495
3471.png,None,0,0,0,0,26,26,1n1q1rk1/4bppp/pp1pp3/2r5/2PNQ3/6P1/PP1RPPBP/R5K1,1n1q1rk1/4bppp/pp1pp3/2r5/2PNQ3/6P1/PP1RPPBP/R5K1,True,0.12421583700051997,0.04329003999919223,0.08936368600006972,0.00014179500067257322
4651.png,None,0,0,0,0,30,30,rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN4P/PPP2PP1/R1BQKB1R,rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN4P/PPP2PP1/R1BQKB1R,True,0.11167101999853912,0.04383838500143611,0.10157177799919737,0.0001434639998478815
3069.png,None,0,0,0,0,26,26,5r1k/4bppp/bqn1p2B/p2nP3/Pp1N2Q1/1N6/1P3PPP/1B2R1K1,5r1k/4bppp/bqn1p2B/p2nP3/Pp1N2Q1/1N6/1P3PPP/1B2R1K1,True,0.1286233299997548,0.04367361799995706,0.08884871400005068,0.00014534799993271008
0757.png,None,0,0,0,0,27,27,r1bQ1rk1/pp3pbp/2p2np1/4p1B1/4P3/2N4P/PPP1BPP1/R4RK1,r1bQ1rk1/pp3pbp/2p2np1/4p1B1/4P3/2N4P/PPP1BPP1/R4RK1,True,0.12289045200122928,0.0427166909994412,0.09294860000045446,0.00013784799921268132
0984.png,None,0,0,0,0,7,7,8/8/5p2/1K4p1/2P3r1/8/5k2/2R5,8/8/5p2/1K4p1/2P3r1/8/5k2/2R5,True,0.11275505099911243,0.04332627599978878,0.08460822800043388,9.524000051897019e-05
3445.png,None,0,0,0,0,22,22,r1r3k1/7p/Pn4p1/1P1b1p2/1b2p3/3p3P/3N1PP1/R1B1RBK1,r1r3k1/7p/Pn4p1/1P1b1p2/1b2p3/3p3P/3N1PP1/R1B1RBK1,True,0.12683162899884337,0.043560455000260845,0.07643419899977744,0.0001251699995918898
1334.png,None,0,0,0,0,32,32,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N2N2/PP2PPPP/R1BQKB1R,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N2N2/PP2PPPP/R1BQKB1R,True,0.11949551299949235,0.042670631999499165,0.10794771099972422,0.00014620399997511413
4198.png,None,0,0,0,0,28,28,4rrk1/pp1b2bp/3p1qp1/2pP1p2/2Pn1P2/2NB3P/PP4P1/R2Q1RBK,4rrk1/pp1b2bp/3p1qp1/2pP1p2/2Pn1P2/2NB3P/PP4P1/R2Q1RBK,True,0.11893227300060971,0.044156538000606815,0.09596452199912164,0.00014722600099048577
3916.png,None,0,0,0,0,17,17,3n3N/3n2pp/2k1p3/p2pP3/N2K1P2/8/PP4PP/8,3n3N/3n2pp/2k1p3/p2pP3/N2K1P2/8/PP4PP/8,True,0.11812084699886327,0.043476013001054525,0.09958989999904588,0.00011454600098659284
1091.png,None,0,0,0,0,29,29,1r1q1rk1/2p2pp1/p1npbb1p/3Np3/1Pp5/P2PP3/Q3BPPP/R1B2RK1,1r1q1rk1/2p2pp1/p1npbb1p/3Np3/1Pp5/P2PP3/Q3BPPP/R1B2RK1,True,0.12668133199986187,0.04372184299973014,0.11915342999964196,0.00014829999963694718
3656.png,None,0,0,0,0,28,28,r4rk1/nqp2ppp/p3pb2/2Pp4/RP1Pb3/2B2NP1/4PP1P/R2Q1BK1,r4rk1/nqp2ppp/p3pb2/2Pp4/RP1Pb3/2B2NP1/4PP1P/R2Q1BK1,True,0.12863370800005214,0.04389965900008974,0.09594144699985918,0.00014446400018641725
1291.png,None,0,0,0,0,20,20,2br2k1/1p2npb1/1R1p2pp/P7/6P1/3B1N1P/2P2P1B/6K1,2br2k1/1p2npb1/1R1p2pp/P7/6P1/3B1N1P/2P2P1B/6K1,True,0.1281951159999153,0.04413762600051996,0.07194068699936906,0.00011567699948500376
0463.png,None,0,0,0,0,16,16,8/1p6/3kp3/p4p2/PP1PpPp1/4P1P1/2RK4/4r3,8/1p6/3kp3/p4p2/PP1PpPp1/4P1P1/2RK4/4r3,True,0.12031582300005539,0.04324189600083628,0.06528837199948612,0.00010349500007578172
2435.png,None,0,0,0,0,30,30,r1bqkb1r/pp2pppp/2n5/3p3n/3P1B2/2N2N2/PP2PPPP/R2QKB1R,r1bqkb1r/pp2pppp/2n5/3p3n/3P1B2/2N2N2/PP2PPPP/R2QKB1R,True,0.11761385999852791,0.04433924900149577,0.11310177199993632,0.0001477919995522825
1434.png,None,0,0,0,0,23,23,r1b2rk1/2q2pp1/p1p1pN1p/4P3/6Q1/4p2P/PPP2P2/R4RK1,r1b2rk1/2q2pp1/p1p1pN1p/4P3/6Q1/4p2P/PPP2P2/R4RK1,True,0.12743485699866142,0.04321568900013517,0.11763789100041322,0.00014397400082089007
3600.png,None,0,0,0,0,17,17,3b1r1k/8/3p2p1/p2Np3/2P1Q3/1P3qr1/1R2RP2/5K2,3b1r1k/8/3p2p1/p2Np3/2P1Q3/1P3qr1/1R2RP2/5K2,True,0.12168350299907615,0.043855235000592074,0.06779258399910759,0.00010818900045705959
2561.png,None,0,0,0,0,20,20,6k1/pbpN1rpp/4p3/4R1r1/2P2p2/1P4P1/P4P1P/R5K1,6k1/pbpN1rpp/4p3/4R1r1/2P2p2/1P4P1/P4P1P/R5K1,True,0.12401488999967114,0.04329998300090665,0.0772468929990282,0.00011465799980214797
1296.png,None,0,0,0,0,18,18,r6k/p5q1/5P1p/2p5/5pbn/2P2N2/4QPP1/R4RK1,r6k/p5q1/5P1p/2p5/5pbn/2P2N2/4QPP1/R4RK1,True,0.14128978099870437,0.0465857170001982,0.07159381600104098,0.00012479299948608968
3332.png,None,0,0,0,0,19,19,8/1p3pk1/2r3p1/p2p3p/1bqP4/3NP1P1/5PKP/1R1Q4,8/1p3pk1/2r3p1/p2p3p/1bqP4/3NP1P1/5PKP/1R1Q4,True,0.1372492609989422,0.043648357001075055,0.07485459800045646,0.00011613300011958927
2115.png,None,0,0,0,0,17,17,8/1p3kpp/pB3p2/P4n2/2r2P2/1p1R4/1P1K2PP/8,8/1p3kpp/pB3p2/P4n2/2r2P2/1p1R4/1P1K2PP/8,True,0.11739393700008804,0.042973633000656264,0.06668008899941924,0.00010589100020297337
4429.png,None,0,0,0,0,29,29,r1bqkb1r/pp3ppp/2p2n2/2p1N3/4P3/2N5/PPPP1PPP/R1BQK2R,r1bqkb1r/pp3ppp/2p2n2/2p1N3/4P3/2N5/PPPP1PPP/R1BQK2R,True,0.1159494290004659,0.043346734000806464,0.10599115100012568,0.00013669799955096096
4724.png,None,0,0,0,0,20,20,r5k1/3n1pp1/4p3/3pPb1p/3B1P2/pP6/P2N2PP/2R3K1,r5k1/3n1pp1/4p3/3pPb1p/3B1P2/pP6/P2N2PP/2R3K1,True,0.126808267999877,0.042837270000745775,0.06999420799911604,0.00011356600043654907
2251.png,None,0,0,0,0,7,7,8/5pk1/7P/3R1KP1/8/8/8/r7,8/5pk1/7P/3R1KP1/8/8/8/r7,True,0.11295861500002502,0.04275662399959401,0.045698724999965634,7.939900024211966e-05
1255.png,None,0,0,0,0,23,23,1r2r1k1/2p2ppp/1bn2q2/3p4/B2P4/2P1Bb1P/5PP1/R2QR1K1,1r2r1k1/2p2ppp/1bn2q2/3p4/B2P4/2P1Bb1P/5PP1/R2QR1K1,True,0.12194172700037598,0.04189549500006251,0.07919857199885882,0.00012439900092431344
4365.png,None,0,0,0,0,32,32,rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/4P3/PPP2PPP/RN1QKBNR,rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/4P3/PPP2PPP/RN1QKBNR,True,0.1296595050007454,0.04351188500004355,0.10814166099953582,0.0001470320003136294
0631.png,None,0,0,0,0,15,15,5k2/3n2p1/1n5p/1Pp2p2/p1N2P2/3K2P1/1N5P/8,5k2/3n2p1/1n5p/1Pp2p2/p1N2P2/3K2P1/1N5P/8,True,0.12464345999978832,0.043015535000449745,0.05921696699988388,0.00010791499880724587
4391.png,None,0,0,0,0,32,32,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R,True,0.1274917139999161,0.045474048998585204,0.10806303100071091,0.00014191899936122354
1207.png,None,0,0,0,0,18,18,5rk1/pb3p1p/4p1p1/2p5/2P5/1P1B4/P4PPP/3R2K1,5rk1/pb3p1p/4p1p1/2p5/2P5/1P1B4/P4PPP/3R2K1,True,0.11643997200008016,0.043334438998499536,0.06533471600050689,0.00011058699965360574
0129.png,None,0,0,0,0,14,14,8/4Q1nk/6bp/p1p5/2Pq3P/PP6/6R1/6K1,8/4Q1nk/6bp/p1p5/2Pq3P/PP6/6R1/6K1,True,0.12686497200047597,0.043031199000324705,0.05759833199954301,0.00010420299986435566
2817.png,None,0,0,0,0,30,30,r1bq1rk1/ppp1npbp/2n3p1/4p3/2N5/3P1NP1/PP1BPPBP/R2QK2R,r1bq1rk1/ppp1npbp/2n3p1/4p3/2N5/3P1NP1/PP1BPPBP/R2QK2R,True,0.1221538400004647,0.04309981199912727,0.1034367120009847,0.00014535700029227883
4542.png,None,0,0,0,0,24,24,rn3rk1/1b1p1p1p/4pp2/p1p5/2P5/P3P3/1P2NPPP/2KR1B1R,rn3rk1/1b1p1p1p/4pp2/p1p5/2P5/P3P3/1P2NPPP/2KR1B1R,True,0.13227816700054973,0.04284683399964706,0.08299512399935338,0.00012454699935915414
1298.png,None,0,0,0,0,7,7,8/8/6p1/5p2/4k2P/5RK1/8/3r4,8/8/6p1/5p2/4k2P/5RK1/8/3r4,True,0.13995728899863025,0.043050674999904004,0.04600281700004416,7.963600000948645e-05
3716.png,None,0,0,0,0,18,18,4q1k1/p5p1/2p2b2/P1Pp4/3Nr2p/3QPR1P/6P1/6K1,4q1k1/p5p1/2p2b2/P1Pp4/3Nr2p/3QPR1P/6P1/6K1,True,0.12073873999906937,0.042515785000432516,0.06489687800058164,0.00011650399937934708
0234.png,None,0,0,0,0,16,16,5q2/4n2k/2pNQppp/4p3/1P2P1P1/6P1/5P1K/8,5q2/4n2k/2pNQppp/4p3/1P2P1P1/6P1/5P1K/8,True,0.11934173400004511,0.042513996000707266,0.05855850599982659,0.00010397599908174016
2955.png,None,0,0,0,0,14,14,8/5pk1/6pp/8/1P2R2P/5PP1/1r2PK2/2Nr4,8/5pk1/6pp/8/1P2R2P/5PP1/1r2PK2/2Nr4,True,0.12248950399953173,0.042674358999647666,0.05720581700006733,0.00010386500071035698
4673.png,None,0,0,0,0,11,11,8/1R3pk1/1p2Br2/4KP2/P5P1/4b3/8/8,8/1R3pk1/1p2Br2/4KP2/P5P1/4b3/8/8,True,0.12030878400037182,0.04362482100077614,0.05245276899950113,0.00010125900007551536
2129.png,None,0,0,0,0,18,18,k2q4/1P3pp1/n4r2/2N1p3/1Q1pP2p/5P1P/6P1/1KR5,k2q4/1P3pp1/n4r2/2N1p3/1Q1pP2p/5P1P/6P1/1KR5,True,0.11831910299952142,0.04249139600142371,0.06480738499885774,0.0001143000008596573
3650.png,None,0,0,0,0,16,16,1b1r1qk1/1R3p1p/6p1/6Q1/2N2p1P/2P5/1P3PK1/8,1b1r1qk1/1R3p1p/6p1/6Q1/2N2p1P/2P5/1P3PK1/8,True,0.12303969499953382,0.042706082998847705,0.059932821000984404,0.00010386199937784113
3161.png,None,0,0,0,0,18,18,7r/1kp5/2pp4/1p2p1p1/4P3/PbPB1PK1/1P4P1/2R5,7r/1kp5/2pp4/1p2p1p1/4P3/PbPB1PK1/1P4P1/2R5,True,0.11457602599875827,0.04240465899965784,0.06461494799987122,0.00010982400090142619
2145.png,None,0,0,0,0,18,18,3r2k1/p1p2bp1/2p2p2/2P5/1Q1B2P1/1P3q2/PKP5/3R4,3r2k1/p1p2bp1/2p2p2/2P5/1Q1B2P1/1P3q2/PKP5/3R4,True,0.11678831299832382,0.04292662000079872,0.06490316400049778,0.00011161600014020223
0774.png,None,0,0,0,0,17,17,3R1n1k/5qp1/2P1p3/p4rQp/2B3p1/8/5PPP/6K1,3R1n1k/5qp1/2P1p3/p4rQp/2B3p1/8/5PPP/6K1,True,0.12182019000101718,0.0425220460001583,0.06110195699875476,0.0001181090010504704
4880.png,None,0,0,0,0,15,15,8/4k3/1pp2p2/p1p2Pp1/P1P3Pp/1P2K2P/8/8,8/4k3/1pp2p2/p1p2Pp1/P1P3Pp/1P2K2P/8/8,True,0.12165181100135669,0.04323314199973538,0.05876634099877265,0.00010069300151371863
2248.png,None,0,0,0,0,15,15,R1b2rk1/6pp/8/8/P2n4/5PpP/1P4P1/4R1K1,R1b2rk1/6pp/8/8/P2n4/5PpP/1P4P1/4R1K1,True,0.12665705699873797,0.043143325001437915,0.058352901998659945,0.00010380200001236517
2965.png,None,0,0,0,0,32,32,r1bq1r1k/pp2n1bp/2pp1np1/3Ppp2/2P1P1P1/2NN1P2/PP1BB1KP/R2Q1R2,r1bq1r1k/pp2n1bp/2pp1np1/3Ppp2/2P1P1P1/2NN1P2/PP1BB1KP/R2Q1R2,True,0.14806631499959622,0.042265340000085416,0.10794909899959748,0.00015328799963754136
2632.png,None,0,0,0,0,30,30,rnb1kb1r/1pqp1ppp/p3pn2/8/3NP3/2NB4/PPP2PPP/R1BQK2R,rnb1kb1r/1pqp1ppp/p3pn2/8/3NP3/2NB4/PPP2PPP/R1BQK2R,True,0.11521307700058969,0.04233118000047398,0.10141413599922089,0.00014999300037743524
2649.png,None,0,0,0,0,26,26,r5k1/p1nq1ppp/1pbbr3/3p3N/3P4/1BP1BQ1P/P4PP1/2RR2K1,r5k1/p1nq1ppp/1pbbr3/3p3N/3P4/1BP1BQ1P/P4PP1/2RR2K1,True,0.12416938099886465,0.042534584001259645,0.08819125899935898,0.00012610900012077764
4358.png,None,0,0,0,0,28,28,r1q2rk1/pp3pb1/2n1p2p/3pN1p1/3Pb3/1QP3B1/PP2BPPP/4RRK1,r1q2rk1/pp3pb1/2n1p2p/3pN1p1/3Pb3/1QP3B1/PP2BPPP/4RRK1,True,0.12376367099932395,0.042120836000322015,0.09495815400077845,0.000132368999402388
2311.png,None,0,0,0,0,25,25,r5k1/2nnp2p/3p1pp1/2pP4/r1q1P3/2PQ2BP/P1R1RPPK/4N3,r5k1/2nnp2p/3p1pp1/2pP4/r1q1P3/2PQ2BP/P1R1RPPK/4N3,True,0.120376037000824,0.041906002999894554,0.08542992399998184,0.00013084799866192043
4226.png,None,0,0,0,0,17,17,r7/2k3b1/6p1/4pp1p/Pp6/4P1P1/P2R1PP1/2N2K2,r7/2k3b1/6p1/4pp1p/Pp6/4P1P1/P2R1PP1/2N2K2,True,0.12993685499895946,0.04218190500068886,0.06019951099915488,0.00010477000068931375
1930.png,None,0,0,0,0,24,24,2rn2k1/4bppp/pq2b3/1p4P1/4pB1P/PN2P3/1P2BP2/1K1Q3R,2rn2k1/4bppp/pq2b3/1p4P1/4pB1P/PN2P3/1P2BP2/1K1Q3R,True,0.1069895529999485,0.042414689998622634,0.08325874700130953,0.00012574199899972882
2723.png,None,0,0,0,0,8,8,5k2/1R6/5bp1/5p1n/7P/7K/8/8,5k2/1R6/5bp1/5p1n/7P/7K/8/8,True,0.1635133069994481,0.043080094999822904,0.04718066200075555,8.267600060207769e-05
1004.png,None,0,0,0,0,22,22,4r1k1/pp1q2p1/5p1p/4nP1Q/3p1R1R/P2P3P/1PrB2P1/6K1,4r1k1/pp1q2p1/5p1p/4nP1Q/3p1R1R/P2P3P/1PrB2P1/6K1,True,0.11404922700057796,0.04254780399969604,0.07672503799949482,0.00011945299957005773
